,_id,full_name,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,LoanID,Transaction_ID,Date,Cluster,Segment
67,62bc38e956bcb11219003b8b,Person 68,40,services,married,primary,no,-9,yes,no,unknown,15,may,920,2,-1,0,unknown,68,68,15-5-2023,0,Công nhân viên lâu năm
68,62bc38ed56bcb11219003b8d,Person 69,41,admin.,married,primary,no,-306,yes,no,unknown,15,may,500,1,-1,0,unknown,69,69,15-5-2023,0,Công nhân viên lâu năm
69,62bc38f156bcb11219003b8f,Person 70,44,technician,married,tertiary,no,4580,yes,no,unknown,15,may,911,2,-1,0,unknown,70,70,15-5-2023,2,Nhà quản lý lâu năm
70,62bc38f556bcb11219003b91,Person 71,60,services,single,primary,no,313,yes,no,unknown,15,may,920,2,-1,0,unknown,71,71,15-5-2023,1,Công nhân viên trẻ
71,62bc38f956bcb11219003b93,Person 72,29,management,married,tertiary,no,10576,no,no,unknown,15,may,1224,2,-1,0,unknown,72,72,15-5-2023,2,Nhà quản lý lâu năm
72,62bc38fe56bcb11219003b95,Person 73,41,retired,divorced,primary,no,-233,yes,no,unknown,15,may,1156,2,-1,0,unknown,73,73,15-5-2023,1,Công nhân viên trẻ
73,62bc390256bcb11219003b97,Person 74,41,blue-collar,married,primary,no,2453,yes,no,unknown,15,may,1052,1,-1,0,unknown,74,74,15-5-2023,0,Công nhân viên lâu năm
74,62bc390656bcb11219003b99,Person 75,42,technician,single,secondary,no,1364,yes,no,unknown,15,may,1867,6,-1,0,unknown,75,75,15-5-2023,1,Công nhân viên trẻ
75,62bc390b56bcb11219003b9b,Person 76,36,services,single,unknown,no,281,yes,no,unknown,16,may,515,1,-1,0,unknown,76,76,16-5-2023,1,Công nhân viên trẻ
76,62bc390f56bcb11219003b9d,Person 77,39,technician,married,tertiary,no,94,yes,yes,unknown,16,may,813,1,-1,0,unknown,77,77,16-5-2023,2,Nhà quản lý lâu năm
77,62bc391356bcb11219003b9f,Person 78,31,self-employed,single,tertiary,no,144,yes,no,unknown,16,may,676,1,-1,0,unknown,78,78,16-5-2023,3,Nhà quản lý trẻ
78,62bc391756bcb11219003ba1,Person 79,26,blue-collar,married,secondary,no,246,yes,no,unknown,16,may,1143,3,-1,0,unknown,79,79,16-5-2023,0,Công nhân viên lâu năm
79,62bc391b56bcb11219003ba3,Person 80,31,blue-collar,married,secondary,no,92,yes,no,unknown,16,may,688,1,-1,0,unknown,80,80,16-5-2023,0,Công nhân viên lâu năm
80,62bc391f56bcb11219003ba5,Person 81,29,admin.,single,secondary,no,163,yes,yes,unknown,16,may,803,1,-1,0,unknown,81,81,16-5-2023,1,Công nhân viên trẻ
81,62bc392256bcb11219003ba6,Person 82,37,services,divorced,secondary,no,49,yes,no,unknown,16,may,619,2,-1,0,unknown,82,82,16-5-2023,1,Công nhân viên trẻ
82,62bc392656bcb11219003ba8,Person 83,33,blue-collar,single,secondary,no,-416,yes,no,unknown,16,may,767,2,-1,0,unknown,83,83,16-5-2023,1,Công nhân viên trẻ
83,62bc392a56bcb11219003baa,Person 84,24,technician,single,secondary,no,409,yes,no,unknown,16,may,912,1,-1,0,unknown,84,84,16-5-2023,1,Công nhân viên trẻ
84,62bc392e56bcb11219003bac,Person 85,50,admin.,divorced,secondary,no,363,yes,no,unknown,16,may,1340,1,-1,0,unknown,85,85,16-5-2023,1,Công nhân viên trẻ
85,62bc393256bcb11219003bae,Person 86,27,technician,single,tertiary,no,3706,yes,no,unknown,16,may,897,1,-1,0,unknown,86,86,16-5-2023,3,Nhà quản lý trẻ
86,62bc393656bcb11219003bb0,Person 87,54,management,single,tertiary,no,4393,yes,no,unknown,16,may,1297,3,-1,0,unknown,87,87,16-5-2023,3,Nhà quản lý trẻ
87,62bc393b56bcb11219003bb2,Person 88,30,technician,single,secondary,no,863,yes,no,unknown,16,may,1193,5,-1,0,unknown,88,88,16-5-2023,1,Công nhân viên trẻ
88,62bc393f56bcb11219003bb4,Person 89,34,blue-collar,married,primary,no,695,yes,yes,unknown,16,may,1064,4,-1,0,unknown,89,89,16-5-2023,0,Công nhân viên lâu năm
89,62bc394356bcb11219003bb6,Person 90,37,management,single,secondary,no,792,yes,no,unknown,16,may,1187,4,-1,0,unknown,90,90,16-5-2023,1,Công nhân viên trẻ
90,62bc394756bcb11219003bb8,Person 91,41,admin.,single,secondary,no,1020,yes,no,unknown,19,may,882,1,-1,0,unknown,91,91,19-5-2023,1,Công nhân viên trẻ
91,62bc394b56bcb11219003bba,Person 92,47,blue-collar,married,secondary,no,863,yes,no,unknown,19,may,943,2,-1,0,unknown,92,92,19-5-2023,0,Công nhân viên lâu năm
92,62bc394f56bcb11219003bbc,Person 93,31,admin.,married,secondary,no,97,yes,no,unknown,19,may,607,1,-1,0,unknown,93,93,19-5-2023,0,Công nhân viên lâu năm
93,62bc395456bcb11219003bbe,Person 94,31,blue-collar,married,secondary,no,754,yes,no,unknown,19,may,1022,4,-1,0,unknown,94,94,19-5-2023,0,Công nhân viên lâu năm
94,62bc395856bcb11219003bc0,Person 95,43,services,divorced,secondary,no,1040,yes,no,unknown,19,may,552,3,-1,0,unknown,95,95,19-5-2023,1,Công nhân viên trẻ
95,62bc395c56bcb11219003bc2,Person 96,37,management,divorced,tertiary,no,122,yes,no,unknown,19,may,1622,2,-1,0,unknown,96,96,19-5-2023,3,Nhà quản lý trẻ
96,62bc396056bcb11219003bc4,Person 97,30,technician,single,tertiary,no,880,yes,yes,unknown,19,may,967,6,-1,0,unknown,97,97,19-5-2023,3,Nhà quản lý trẻ
97,62bc396456bcb11219003bc6,Person 98,41,technician,married,secondary,no,501,yes,no,unknown,19,may,579,5,-1,0,unknown,98,98,19-5-2023,0,Công nhân viên lâu năm
98,62bc396956bcb11219003bc8,Person 99,36,blue-collar,married,secondary,no,4438,yes,no,unknown,20,may,446,1,-1,0,unknown,99,99,20-5-2023,0,Công nhân viên lâu năm
99,62bc396d56bcb11219003bca,Person 100,35,blue-collar,divorced,secondary,no,0,yes,no,unknown,20,may,1205,1,-1,0,unknown,100,100,20-5-2023,1,Công nhân viên trẻ
100,62bc397156bcb11219003bcc,Person 101,29,services,single,secondary,no,271,yes,no,unknown,20,may,1882,2,-1,0,unknown,101,101,20-5-2023,1,Công nhân viên trẻ
101,62bc397556bcb11219003bce,Person 102,35,blue-collar,married,primary,no,102,yes,no,unknown,20,may,1334,1,-1,0,unknown,102,102,20-5-2023,0,Công nhân viên lâu năm
102,62bc397956bcb11219003bd0,Person 103,31,blue-collar,married,secondary,no,2,yes,no,unknown,20,may,182,2,-1,0,unknown,103,103,20-5-2023,0,Công nhân viên lâu năm
103,62bc397e56bcb11219003bd2,Person 104,35,services,married,secondary,no,4170,yes,no,unknown,20,may,1777,1,-1,0,unknown,104,104,20-5-2023,0,Công nhân viên lâu năm
104,62bc398256bcb11219003bd4,Person 105,34,technician,single,secondary,no,85,yes,no,unknown,20,may,1182,4,-1,0,unknown,105,105,20-5-2023,1,Công nhân viên trẻ
105,62bc398656bcb11219003bd6,Person 106,31,admin.,single,secondary,no,431,yes,yes,unknown,20,may,1045,1,-1,0,unknown,106,106,20-5-2023,1,Công nhân viên trẻ
106,62bc398a56bcb11219003bd8,Person 107,44,technician,divorced,secondary,no,982,yes,no,unknown,20,may,650,3,-1,0,unknown,107,107,20-5-2023,1,Công nhân viên trẻ
107,62bc398e56bcb11219003bda,Person 108,36,blue-collar,married,primary,no,408,yes,yes,unknown,20,may,1063,2,-1,0,unknown,108,108,20-5-2023,0,Công nhân viên lâu năm
108,62bc399256bcb11219003bdc,Person 109,35,blue-collar,married,unknown,no,4822,yes,no,unknown,20,may,843,2,-1,0,unknown,109,109,20-5-2023,0,Công nhân viên lâu năm
109,62bc399756bcb11219003bde,Person 110,41,blue-collar,married,primary,no,1250,yes,no,unknown,20,may,1392,2,-1,0,unknown,110,110,20-5-2023,0,Công nhân viên lâu năm
110,62bc399b56bcb11219003be0,Person 111,31,blue-collar,single,primary,no,216,yes,no,unknown,21,may,565,1,-1,0,unknown,111,111,21-5-2023,1,Công nhân viên trẻ
111,62bc399f56bcb11219003be2,Person 112,34,blue-collar,married,secondary,no,1207,yes,no,unknown,21,may,905,1,-1,0,unknown,112,112,21-5-2023,0,Công nhân viên lâu năm
112,62bc39a356bcb11219003be4,Person 113,32,technician,married,secondary,no,791,yes,no,unknown,21,may,783,2,-1,0,unknown,113,113,21-5-2023,0,Công nhân viên lâu năm
113,62bc39a756bcb11219003be6,Person 114,36,management,married,tertiary,no,849,yes,yes,unknown,21,may,958,2,-1,0,unknown,114,114,21-5-2023,2,Nhà quản lý lâu năm
114,62bc39ac56bcb11219003be8,Person 115,30,blue-collar,single,secondary,yes,239,yes,no,unknown,21,may,412,1,-1,0,unknown,115,115,21-5-2023,1,Công nhân viên trẻ
115,62bc39b056bcb11219003bea,Person 116,37,technician,single,secondary,no,1211,yes,no,unknown,21,may,795,1,-1,0,unknown,116,116,21-5-2023,1,Công nhân viên trẻ
116,62bc39b456bcb11219003bec,Person 117,36,blue-collar,married,primary,no,599,yes,no,unknown,21,may,649,2,-1,0,unknown,117,117,21-5-2023,0,Công nhân viên lâu năm
117,62bc39b856bcb11219003bee,Person 118,31,management,single,tertiary,no,825,yes,no,unknown,21,may,506,2,-1,0,unknown,118,118,21-5-2023,3,Nhà quản lý trẻ
118,62bc39bd56bcb11219003bf0,Person 119,27,technician,married,secondary,no,2183,yes,yes,unknown,21,may,857,1,-1,0,unknown,119,119,21-5-2023,0,Công nhân viên lâu năm
119,62bc39c156bcb11219003bf2,Person 120,34,retired,married,primary,no,4499,no,no,unknown,21,may,1681,1,-1,0,unknown,120,120,21-5-2023,2,Nhà quản lý lâu năm
120,62bc39c556bcb11219003bf4,Person 121,30,technician,single,tertiary,no,1289,yes,no,unknown,21,may,1697,2,-1,0,unknown,121,121,21-5-2023,3,Nhà quản lý trẻ
121,62bc39c956bcb11219003bf6,Person 122,32,technician,single,tertiary,no,4665,yes,no,unknown,21,may,860,2,-1,0,unknown,122,122,21-5-2023,3,Nhà quản lý trẻ
122,62bc39cd56bcb11219003bf8,Person 123,37,technician,single,secondary,no,3326,yes,no,unknown,21,may,799,1,-1,0,unknown,123,123,21-5-2023,1,Công nhân viên trẻ
123,62bc39d256bcb11219003bfa,Person 124,32,blue-collar,married,secondary,no,783,yes,no,unknown,21,may,923,3,-1,0,unknown,124,124,21-5-2023,0,Công nhân viên lâu năm
124,62bc39d656bcb11219003bfc,Person 125,33,blue-collar,married,secondary,no,0,yes,no,unknown,21,may,521,3,-1,0,unknown,125,125,21-5-2023,0,Công nhân viên lâu năm
125,62bc39da56bcb11219003bfe,Person 126,35,blue-collar,married,primary,no,994,yes,no,unknown,23,may,1349,8,-1,0,unknown,126,126,23-5-2023,0,Công nhân viên lâu năm
126,62bc39de56bcb11219003c00,Person 127,35,self-employed,divorced,tertiary,no,1354,yes,no,unknown,23,may,736,2,-1,0,unknown,127,127,23-5-2023,3,Nhà quản lý trẻ
127,62bc39e356bcb11219003c02,Person 128,30,blue-collar,single,secondary,no,239,yes,no,unknown,23,may,785,1,-1,0,unknown,128,128,23-5-2023,1,Công nhân viên trẻ
128,62bc39e756bcb11219003c04,Person 129,45,blue-collar,divorced,primary,no,-311,yes,no,unknown,23,may,1030,1,-1,0,unknown,129,129,23-5-2023,1,Công nhân viên trẻ
129,62bc39eb56bcb11219003c06,Person 130,45,admin.,married,secondary,no,149,yes,no,unknown,23,may,893,3,-1,0,unknown,130,130,23-5-2023,0,Công nhân viên lâu năm
130,62bc39ef56bcb11219003c08,Person 131,33,blue-collar,married,secondary,no,1464,yes,no,unknown,23,may,588,3,-1,0,unknown,131,131,23-5-2023,0,Công nhân viên lâu năm
131,62bc39f356bcb11219003c0a,Person 132,44,management,divorced,tertiary,no,5773,no,no,unknown,23,may,597,6,-1,0,unknown,132,132,23-5-2023,3,Nhà quản lý trẻ
132,62bc39f856bcb11219003c0c,Person 133,40,blue-collar,married,primary,no,278,yes,no,unknown,23,may,1015,3,-1,0,unknown,133,133,23-5-2023,0,Công nhân viên lâu năm
133,62bc39fc56bcb11219003c0e,Person 134,31,blue-collar,married,secondary,no,2910,yes,no,unknown,23,may,1392,2,-1,0,unknown,134,134,23-5-2023,0,Công nhân viên lâu năm
134,62bc3a0056bcb11219003c10,Person 135,30,technician,married,tertiary,no,541,yes,no,unknown,26,may,414,2,-1,0,unknown,135,135,26-5-2023,2,Nhà quản lý lâu năm
135,62bc3a0456bcb11219003c12,Person 136,44,technician,divorced,secondary,no,1262,yes,no,unknown,26,may,788,11,-1,0,unknown,136,136,26-5-2023,1,Công nhân viên trẻ
136,62bc3a0856bcb11219003c14,Person 137,34,services,married,secondary,no,-538,yes,no,unknown,26,may,682,1,-1,0,unknown,137,137,26-5-2023,0,Công nhân viên lâu năm
137,62bc3a1356bcb11219003c16,Person 138,37,blue-collar,married,secondary,no,125,no,no,unknown,26,may,679,2,-1,0,unknown,138,138,26-5-2023,0,Công nhân viên lâu năm
138,62bc3a1756bcb11219003c18,Person 139,28,self-employed,single,tertiary,no,0,yes,no,unknown,26,may,1560,2,-1,0,unknown,139,139,26-5-2023,3,Nhà quản lý trẻ
139,62bc3a1b56bcb11219003c1a,Person 140,32,admin.,single,secondary,no,620,yes,no,unknown,26,may,1234,3,-1,0,unknown,140,140,26-5-2023,1,Công nhân viên trẻ
140,62bc3a2056bcb11219003c1c,Person 141,37,blue-collar,divorced,secondary,no,316,yes,no,unknown,26,may,642,2,-1,0,unknown,141,141,26-5-2023,1,Công nhân viên trẻ
141,62bc3a2456bcb11219003c1e,Person 142,34,management,married,tertiary,no,2287,yes,no,unknown,26,may,895,4,-1,0,unknown,142,142,26-5-2023,2,Nhà quản lý lâu năm
142,62bc3a2856bcb11219003c20,Person 143,38,admin.,divorced,secondary,no,198,yes,no,unknown,26,may,431,2,-1,0,unknown,143,143,26-5-2023,1,Công nhân viên trẻ
143,62bc3a2c56bcb11219003c22,Person 144,28,admin.,single,secondary,no,460,yes,no,unknown,26,may,741,6,-1,0,unknown,144,144,26-5-2023,1,Công nhân viên trẻ
144,62bc3a3056bcb11219003c24,Person 145,31,management,divorced,tertiary,no,1145,yes,no,unknown,26,may,1272,4,-1,0,unknown,145,145,26-5-2023,3,Nhà quản lý trẻ
145,62bc3a3556bcb11219003c26,Person 146,59,services,married,secondary,no,-22,yes,no,unknown,26,may,748,3,-1,0,unknown,146,146,26-5-2023,0,Công nhân viên lâu năm
146,62bc3a3956bcb11219003c28,Person 147,24,blue-collar,married,secondary,no,685,yes,no,unknown,26,may,896,3,-1,0,unknown,147,147,26-5-2023,0,Công nhân viên lâu năm
147,62bc3a3d56bcb11219003c2a,Person 148,26,services,single,secondary,no,901,yes,no,unknown,26,may,764,2,-1,0,unknown,148,148,26-5-2023,1,Công nhân viên trẻ
148,62bc3a4156bcb11219003c2c,Person 149,59,retired,single,secondary,no,351,yes,no,unknown,27,may,1063,5,-1,0,unknown,149,149,27-5-2023,1,Công nhân viên trẻ
149,62bc3a4556bcb11219003c2e,Person 150,30,entrepreneur,single,primary,no,0,yes,yes,unknown,27,may,1051,1,-1,0,unknown,150,150,27-5-2023,1,Công nhân viên trẻ
